Name	Theo_Area	Wet_Area	Theo_Vol	Wet_Vol	Min_Chord	Ave_Chord	Max_Chord	Min_TC_Ratio	Avg_TC_Ratio	Max_TC_Ratio	Ave_Sweep	Length	Max_Xsec_Area	Len_Dia_Ratio
FuselageGeom	216.697149	216.697149	131.959245	131.959245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	29.680000	11.367280	7.801544
